id_usuario;id_eval;nombre;edad;genero;estado_relacion;situacion_trabajo;hr_sueno;hr_act_fis;hr_pantalla;apoyo_percibido;estres_laboral;estres_academico;satisfaccion_laboral;estres_financ;hr_trabajo;cambio_emocional;dificultad_concentracion;historial_panico;historial_familiar;diagnostico_previo;tratamiento_previo;uso_sustancias;correo;password
5250;15250;Eva Ferreras Lopez;26;Femenina;Divorciado;Empleado;76;131;93;8;5;1;4;10;48;5;2;0;1;1;0;0;eva.ferreras266@yahoo.com;Evafer933123
5251;15251;Isa Zorrilla;29;Femenina;Casado;Estudiante;55;140;102;2;1;5;4;7;21;2;10;1;1;1;0;1;isa.zorrilla640@outlook.com;Isazor4442026
5252;15252;Felipa Saavedra;31;Otro;Divorciado;Desempleado;90;46;36;7;10;8;5;6;45;9;3;0;0;0;1;1;felipa.saavedra455@hotmail.com;Felipa973@
5253;15253;Esperanza Valero;27;Otro;Divorciado;Independiente;82;142;14;7;7;10;8;4;58;4;3;0;1;0;1;1;esperanza.valero248@yahoo.com;Espera698_
5254;15254;Florina Bello Feijoo;26;Otro;Divorciado;Independiente;44;132;86;2;9;3;7;5;21;4;3;0;1;1;0;1;florina.bello491@gmail.com;Florin151@
5255;15255;Reyna Rios Huertas;25;Otro;Divorciado;Empleado;65;3;58;9;10;5;10;10;31;2;3;1;0;1;1;1;reyna.rios717@yahoo.com;Reynar106#
5256;15256;Lucho Delgado Esteve;19;Masculino;Soltero;Estudiante;53;80;85;4;5;1;7;5;29;7;9;0;1;0;1;1;lucho.delgado715@yahoo.com;Luchod5622026
5257;15257;Alcides Jordán Suarez;33;Masculino;Soltero;Empleado;45;58;33;7;8;4;8;7;70;10;8;1;1;1;0;0;alcides.jordan615@yahoo.com;Alcide620123
5258;15258;Azeneth Montenegro Nicolau;22;Femenina;Divorciado;Estudiante;82;114;12;1;9;3;9;4;55;1;3;0;0;1;0;0;azeneth.montenegro433@gmail.com;Azenet555!
5259;15259;Marcelino Larrea Roman;19;Masculino;Soltero;Empleado;94;134;56;8;4;5;10;2;38;4;6;0;1;1;0;1;marcelino.larrea974@hotmail.com;Marcel761@
5260;15260;Venceslás Corral Lastra;22;Masculino;Divorciado;Desempleado;45;41;22;4;10;10;1;7;22;6;6;0;1;0;0;1;venceslas.corral35@yahoo.com;Vences604!
5261;15261;Jonatan Briones Guzmán;30;Masculino;Soltero;Independiente;97;53;53;3;8;10;2;2;60;2;4;0;1;0;1;1;jonatan.briones397@hotmail.com;Jonata937_
5262;15262;Fabiola del Pavón;23;Femenina;Divorciado;Estudiante;82;134;109;1;5;7;3;3;58;10;7;1;0;0;0;1;fabiola.del945@yahoo.com;Fabiol738#
5263;15263;Danilo Águila Cuervo;23;Masculino;Divorciado;Estudiante;77;134;32;10;6;4;3;5;37;10;6;1;0;0;1;0;danilo.aguila802@gmail.com;Danilo235#
5264;15264;Octavia Perales Gutierrez;25;Otro;Divorciado;Empleado;72;98;94;8;10;1;2;2;49;5;8;1;1;1;0;0;octavia.perales423@hotmail.com;Octavi777@
5265;15265;Eladio Ordóñez Jaume;36;Otro;Soltero;Desempleado;33;37;115;8;7;2;4;4;61;1;5;0;1;0;1;0;eladio.ordonez470@yahoo.com;Eladio108123
5266;15266;Reyna Gema Ferrando Nadal;31;Otro;Casado;Estudiante;96;73;120;10;6;7;3;5;47;3;8;1;1;1;0;0;reyna.gema197@outlook.com;Reynag9792026
5267;15267;Cleto Castilla Esteban;18;Otro;Soltero;Desempleado;83;54;14;3;3;7;3;8;52;2;4;0;0;1;1;1;cleto.castilla455@gmail.com;Cletoc319123
5268;15268;Toribio Rocha;29;Masculino;Divorciado;Empleado;58;146;29;4;1;2;1;8;59;7;2;0;1;0;1;1;toribio.rocha326@outlook.com;Toribi600123
5269;15269;Vicente de Ribera;33;Masculino;Divorciado;Independiente;67;129;71;8;6;3;6;5;59;5;1;0;1;1;0;1;vicente.de162@hotmail.com;Vicent143123
5270;15270;Américo Rojas Tejera;21;Masculino;Casado;Desempleado;35;71;90;4;5;3;4;7;68;10;5;0;0;0;0;1;americo.rojas65@gmail.com;Americ605@
5271;15271;Marcela Cabrera;29;Femenina;Divorciado;Estudiante;96;67;13;5;8;2;4;9;29;4;8;0;0;1;0;0;marcela.cabrera394@hotmail.com;Marcel727123
5272;15272;Alma Galiano Hurtado;35;Femenina;Soltero;Estudiante;56;57;11;4;2;9;8;2;20;5;7;1;0;0;1;1;alma.galiano598@outlook.com;Almaga1002026
5273;15273;Teófila Varela;23;Femenina;Casado;Independiente;95;6;16;2;4;6;7;7;30;2;2;0;1;1;0;0;teofila.varela20@yahoo.com;Teofil293_
5274;15274;Alba Gallart Baquero;27;Otro;Soltero;Desempleado;92;62;53;4;10;9;2;1;28;9;5;1;1;1;1;1;alba.gallart493@yahoo.com;Albaga253@
5275;15275;Edgardo Joan Elías Montalbán;32;Masculino;Divorciado;Empleado;48;130;117;2;1;7;9;8;50;1;9;0;1;1;1;1;edgardo.joan255@gmail.com;Edgard278@
5276;15276;Eufemia Patricia Coca Palma;24;Femenina;Casado;Independiente;80;53;43;1;4;4;8;6;46;7;8;1;1;0;0;1;eufemia.patricia31@gmail.com;Eufemi291_
5277;15277;Marta Salazar Sanz;33;Femenina;Divorciado;Estudiante;77;83;53;6;8;8;7;5;45;3;10;1;1;1;0;0;marta.salazar634@gmail.com;Martas981#
5278;15278;Sara Piñeiro Amo;33;Femenina;Soltero;Empleado;74;52;115;5;6;7;9;1;51;7;4;1;1;1;0;0;sara.pineiro571@hotmail.com;Sarapi277!
5279;15279;Marcelo Guillén Alarcón;33;Masculino;Casado;Empleado;37;18;13;8;9;4;9;1;39;1;7;0;1;0;0;1;marcelo.guillen996@outlook.com;Marcel890123
5280;15280;Ruben de Viana;27;Masculino;Casado;Independiente;100;79;82;8;9;7;8;8;23;3;6;1;0;0;1;1;ruben.de644@hotmail.com;Rubend788#
5281;15281;Rufina Alemán Gimeno;30;Femenina;Casado;Estudiante;81;3;32;2;2;4;3;4;35;9;4;0;0;1;0;1;rufina.aleman891@hotmail.com;Rufina3252026
5282;15282;Nacio Prieto Vargas;19;Masculino;Casado;Estudiante;86;57;81;6;4;6;1;2;62;2;3;1;0;1;1;0;nacio.prieto336@hotmail.com;Naciop338_
5283;15283;Pacífica Mamen Daza Pujadas;33;Femenina;Casado;Independiente;98;135;66;7;6;9;10;3;38;4;5;1;0;1;0;0;pacifica.mamen884@yahoo.com;Pacifi399123
5284;15284;Rogelio Guardiola Cabañas;34;Masculino;Soltero;Estudiante;76;22;108;4;2;10;2;6;29;6;9;1;0;1;1;1;rogelio.guardiola353@hotmail.com;Rogeli259#
5285;15285;Jacobo Castelló Sáez;30;Masculino;Casado;Desempleado;93;111;65;10;8;3;3;8;40;5;4;0;1;1;1;0;jacobo.castello483@hotmail.com;Jacobo424#
5286;15286;Édgar Josué Garmendia Villegas;28;Otro;Soltero;Estudiante;64;58;118;3;3;3;5;8;40;10;7;0;0;0;0;0;edgar.josue20@hotmail.com;Edgarj6762026
5287;15287;Bárbara Felisa Herrera Ibarra;35;Femenina;Divorciado;Desempleado;70;143;32;1;7;4;7;3;35;10;3;0;1;0;1;0;barbara.felisa364@hotmail.com;Barbar536_
5288;15288;Amancio Aroca Pera;26;Masculino;Soltero;Independiente;49;55;81;6;9;10;4;10;49;1;1;1;0;0;1;0;amancio.aroca631@yahoo.com;Amanci388!
5289;15289;Maximino Medina-Benitez;18;Masculino;Soltero;Independiente;43;24;102;2;10;4;3;7;57;10;1;0;1;1;0;0;maximino.medinabenitez575@outlook.com;Maximi309@
5290;15290;Ulises Cabello;31;Masculino;Soltero;Independiente;33;0;54;5;1;6;9;3;44;5;10;0;0;0;0;1;ulises.cabello243@yahoo.com;Ulises581#
5291;15291;Eli Marín;18;Femenina;Soltero;Empleado;41;1;26;3;8;4;3;4;20;9;1;1;0;1;0;0;eli.marin389@yahoo.com;Elimar482@
5292;15292;Loreto Reig Bello;22;Otro;Divorciado;Empleado;40;14;84;1;7;6;9;1;33;9;8;0;0;1;0;0;loreto.reig429@outlook.com;Loreto762!
5293;15293;Nerea Puga Ferrán;18;Femenina;Divorciado;Estudiante;89;132;109;10;4;3;2;6;31;3;1;0;0;1;0;1;nerea.puga985@hotmail.com;Nereap8082026
5294;15294;Quirino David Cuéllar Angulo;24;Otro;Divorciado;Estudiante;48;44;100;3;5;4;9;8;67;7;8;0;0;0;0;1;quirino.david869@gmail.com;Quirin193#
5295;15295;Adriana Madrid Camps;34;Femenina;Casado;Estudiante;83;47;39;2;7;1;6;5;49;3;2;0;0;0;0;0;adriana.madrid902@hotmail.com;Adrian515!
5296;15296;Gisela Rivera Díaz;29;Otro;Divorciado;Empleado;78;104;88;7;10;6;2;2;35;5;10;0;1;0;0;1;gisela.rivera859@hotmail.com;Gisela154!
5297;15297;Ximena Briones Boix;25;Otro;Casado;Independiente;53;69;117;1;7;3;7;8;56;2;7;1;1;1;1;1;ximena.briones33@hotmail.com;Ximena5212026
5298;15298;Lina Valentín Seguí;31;Otro;Divorciado;Desempleado;63;79;96;6;10;8;4;9;46;1;10;0;1;0;0;0;lina.valentin530@outlook.com;Linava217!
5299;15299;Tiburcio Enrique López Clavero;25;Masculino;Soltero;Empleado;83;59;76;5;5;2;8;10;68;1;3;0;0;1;1;1;tiburcio.enrique472@gmail.com;Tiburc9772026
5300;15300;Alex Iñiguez Poza;35;Masculino;Divorciado;Independiente;59;70;84;2;3;4;4;1;69;3;8;0;1;0;0;0;alex.iniguez497@hotmail.com;Alexin450!
5301;15301;Santiago Esparza Acero;20;Masculino;Soltero;Desempleado;74;150;110;8;1;2;4;8;57;6;10;0;0;1;1;1;santiago.esparza772@hotmail.com;Santia420_
5302;15302;Sarita Heredia Núñez;34;Femenina;Casado;Estudiante;64;20;59;6;4;4;9;9;56;8;2;1;0;0;1;1;sarita.heredia906@gmail.com;Sarita753_
5303;15303;Pastora de Palacios;25;Femenina;Casado;Empleado;36;82;96;2;4;5;10;7;29;10;9;0;1;1;0;1;pastora.de997@outlook.com;Pastor657#
5304;15304;Clemente Vazquez Parra;33;Otro;Casado;Estudiante;31;140;74;6;3;1;3;1;63;9;9;1;0;1;0;0;clemente.vazquez847@hotmail.com;Clemen605!
5305;15305;Alejandra Hervia Palacios;27;Femenina;Soltero;Empleado;50;105;32;2;4;4;5;10;28;4;4;0;0;1;1;1;alejandra.hervia569@yahoo.com;Alejan742123
5306;15306;Paulino Giménez Garrido;34;Masculino;Casado;Empleado;89;118;79;3;8;5;2;4;42;4;7;0;1;0;0;1;paulino.gimenez359@yahoo.com;Paulin583@
5307;15307;Jaime Tomé;28;Masculino;Casado;Empleado;61;70;44;8;4;1;7;9;53;5;1;1;1;1;1;0;jaime.tome742@gmail.com;Jaimet839_
5308;15308;Socorro Manuela Abril Cifuentes;29;Femenina;Divorciado;Independiente;99;102;67;9;5;1;6;8;41;8;2;0;1;1;1;1;socorro.manuela748@hotmail.com;Socorr342#
5309;15309;Lara Pou Posada;27;Otro;Casado;Empleado;50;93;107;7;10;10;3;5;68;8;6;1;0;0;1;0;lara.pou84@yahoo.com;Larapo7062026
5310;15310;Rómulo Rincón Santana;23;Otro;Casado;Empleado;82;36;111;8;8;10;6;5;35;10;10;1;1;0;1;0;romulo.rincon283@outlook.com;Romulo933@
5311;15311;Montserrat Tenorio Torrents;28;Otro;Divorciado;Estudiante;49;37;110;6;1;2;4;4;51;3;6;0;0;1;1;1;montserrat.tenorio193@hotmail.com;Montse934@
5312;15312;Abraham Leal Zamorano;32;Otro;Casado;Independiente;59;44;77;7;6;7;3;3;56;7;2;1;1;0;0;0;abraham.leal520@hotmail.com;Abraha554@
5313;15313;Urbano Isidoro Montero Muñoz;28;Masculino;Soltero;Independiente;84;121;90;5;8;8;4;10;66;6;2;0;0;1;1;1;urbano.isidoro965@outlook.com;Urbano152!
5314;15314;Rodolfo Paz Frías;20;Masculino;Soltero;Independiente;39;49;24;8;10;9;2;5;60;10;3;0;1;1;0;1;rodolfo.paz111@gmail.com;Rodolf460@
5315;15315;Raquel Rius Sandoval;23;Femenina;Casado;Estudiante;76;66;16;6;10;5;10;1;35;10;8;1;1;0;1;0;raquel.rius795@yahoo.com;Raquel245!
5316;15316;Marcela Villa Mosquera;26;Femenina;Divorciado;Independiente;82;64;96;5;1;6;1;10;25;5;4;0;1;1;1;1;marcela.villa733@yahoo.com;Marcel585#
5317;15317;Tristán Sarabia Pedraza;30;Masculino;Soltero;Desempleado;93;76;113;5;3;5;6;10;58;8;1;1;0;1;1;1;tristan.sarabia411@outlook.com;Trista781!
5318;15318;Lara Montserrat Carro Gallego;26;Femenina;Casado;Desempleado;56;4;54;8;5;1;9;6;28;3;5;0;0;1;0;0;lara.montserrat199@yahoo.com;Laramo923123
5319;15319;Maximino Ibáñez Caballero;19;Otro;Casado;Empleado;71;64;61;3;8;4;9;1;46;7;8;1;1;0;1;1;maximino.ibanez721@yahoo.com;Maximi500!
5320;15320;Severo Alcalde Cortés;27;Otro;Soltero;Desempleado;89;95;55;4;5;7;9;5;35;1;8;1;0;0;0;1;severo.alcalde301@gmail.com;Severo935@
5321;15321;Chucho Tiburcio Alcaraz Vaquero;23;Masculino;Soltero;Desempleado;79;148;105;9;4;10;3;6;37;6;10;1;0;1;1;1;chucho.tiburcio839@gmail.com;Chucho896@
5322;15322;Nerea Guijarro Bas;33;Otro;Divorciado;Empleado;45;47;36;7;3;9;8;10;36;8;7;0;1;1;1;1;nerea.guijarro642@gmail.com;Nereag802@
5323;15323;Samuel Riquelme Pereira;20;Masculino;Casado;Empleado;59;88;24;10;10;7;4;5;35;10;7;0;1;1;0;1;samuel.riquelme282@outlook.com;Samuel341123
5324;15324;Simón Geraldo Villalobos Mateo;21;Masculino;Casado;Independiente;64;12;94;6;9;3;9;1;34;5;2;0;0;0;0;0;simon.geraldo223@gmail.com;Simong9292026
5325;15325;Melisa Soledad Goicoechea Amores;29;Femenina;Divorciado;Independiente;87;108;34;2;9;6;1;8;33;9;5;0;0;1;0;0;melisa.soledad794@gmail.com;Melisa712@
5326;15326;Jenny de Almeida;28;Femenina;Soltero;Desempleado;74;63;23;8;4;9;2;7;29;2;8;1;0;1;1;0;jenny.de716@hotmail.com;Jennyd8642026
5327;15327;Hernán Ferrera Ayuso;30;Masculino;Soltero;Estudiante;89;39;85;2;4;1;10;5;48;6;1;1;0;0;1;1;hernan.ferrera716@gmail.com;Hernan968@
5328;15328;Severo Hierro Ugarte;36;Masculino;Divorciado;Empleado;74;133;40;6;5;6;8;5;42;6;10;0;1;1;1;0;severo.hierro753@outlook.com;Severo562_
5329;15329;Domingo Cárdenas Valderrama;22;Masculino;Casado;Desempleado;81;115;116;7;9;9;1;7;57;6;2;0;0;1;1;1;domingo.cardenas64@outlook.com;Doming265!
5330;15330;Ricarda Pagès Vázquez;30;Otro;Casado;Estudiante;38;2;55;5;1;5;8;8;33;4;6;1;0;1;1;1;ricarda.pags652@outlook.com;Ricard347123
5331;15331;Purificación del Jordán;21;Otro;Casado;Independiente;60;143;15;4;2;3;7;8;69;2;1;0;1;0;0;1;purificacion.del619@outlook.com;Purifi108#
5332;15332;Rodrigo Carpio-Bartolomé;23;Masculino;Divorciado;Independiente;74;135;14;8;10;7;5;10;49;9;1;0;1;0;0;0;rodrigo.carpiobartolome694@yahoo.com;Rodrig896#
5333;15333;Godofredo Escribano Belda;33;Masculino;Casado;Desempleado;38;104;93;9;9;2;5;3;53;5;4;0;0;0;1;0;godofredo.escribano341@outlook.com;Godofr740@
5334;15334;Teodosio Balaguer Salazar;23;Masculino;Divorciado;Independiente;49;78;102;10;7;6;2;1;27;8;2;0;1;0;1;0;teodosio.balaguer905@hotmail.com;Teodos142@
5335;15335;Ángeles Pi;35;Otro;Soltero;Independiente;90;99;49;1;2;5;2;8;22;1;9;1;1;0;1;1;angeles.pi732@yahoo.com;Angele391_
5336;15336;Loida Manzanares Piñeiro;23;Femenina;Divorciado;Desempleado;77;131;68;3;2;4;8;6;68;4;10;0;0;1;1;1;loida.manzanares680@hotmail.com;Loidam862_
5337;15337;Carmen Tejera;34;Femenina;Casado;Empleado;96;24;74;10;7;5;1;6;23;5;8;0;1;1;1;0;carmen.tejera852@yahoo.com;Carmen6842026
5338;15338;Casemiro Santamaria;21;Masculino;Divorciado;Independiente;47;94;11;4;2;2;8;9;65;5;10;1;1;1;1;1;casemiro.santamaria496@yahoo.com;Casemi989@
5339;15339;Rafael Bonilla Sotelo;28;Masculino;Casado;Empleado;66;129;87;10;4;6;8;1;60;8;2;1;1;1;0;0;rafael.bonilla94@hotmail.com;Rafael479#
5340;15340;Espiridión Jose Angel Iñiguez Alegre;34;Masculino;Divorciado;Desempleado;38;64;11;9;3;5;6;9;61;6;2;0;1;0;0;1;espiridion.jose647@gmail.com;Espiri406_
5341;15341;Ruben de Codina;35;Otro;Divorciado;Empleado;41;95;80;1;6;10;6;3;42;3;10;1;1;0;1;1;ruben.de506@yahoo.com;Rubend559123
5342;15342;Darío Álvaro Mulet;34;Otro;Divorciado;Independiente;77;87;115;6;10;2;4;6;55;7;3;0;0;0;1;1;dario.alvaro265@gmail.com;Darioa372#
5343;15343;Hortensia de Jaén;35;Femenina;Soltero;Empleado;64;54;24;5;5;7;10;4;35;5;7;0;1;0;0;1;hortensia.de585@outlook.com;Horten6722026
5344;15344;Mireia Páez-Sarabia;34;Femenina;Divorciado;Empleado;50;41;104;6;1;10;9;2;48;9;10;1;1;1;1;0;mireia.paezsarabia804@yahoo.com;Mireia436@
5345;15345;Angelina Sobrino;19;Femenina;Soltero;Estudiante;74;138;117;4;1;8;7;1;39;7;3;0;0;0;1;0;angelina.sobrino381@outlook.com;Angeli3212026
5346;15346;Candelas Casanovas González;19;Otro;Casado;Desempleado;75;137;73;7;9;9;7;5;37;4;5;0;1;0;1;0;candelas.casanovas754@hotmail.com;Candel485#
5347;15347;Caridad Velázquez Calleja;18;Otro;Divorciado;Independiente;87;72;101;8;5;9;8;8;59;3;6;0;0;1;1;0;caridad.velazquez944@outlook.com;Carida813123
5348;15348;Alondra Jiménez Benítez;34;Otro;Casado;Independiente;53;109;53;7;4;10;3;7;69;6;10;0;0;0;0;1;alondra.jimenez605@gmail.com;Alondr118123
5349;15349;Fernanda de Duran;24;Femenina;Divorciado;Desempleado;76;41;89;7;1;5;10;8;54;10;5;1;0;0;0;0;fernanda.de878@gmail.com;Fernan5472026
5350;15350;Pastora Carranza-Ortuño;27;Femenina;Soltero;Desempleado;85;10;68;2;4;6;4;9;38;5;10;0;0;1;1;0;pastora.carranzaortuno388@yahoo.com;Pastor797@
5351;15351;Rocío Cañellas Puerta;29;Femenina;Divorciado;Empleado;79;38;57;4;2;5;10;10;37;2;10;1;1;1;0;1;rocio.canellas212@hotmail.com;Rocioc256!
5352;15352;Carlito Clemente;26;Masculino;Casado;Empleado;92;74;13;7;5;3;8;7;44;1;9;0;0;0;0;1;carlito.clemente897@gmail.com;Carlit831123
5353;15353;Carmen del Pujol;27;Femenina;Soltero;Empleado;95;139;82;9;2;6;3;5;43;5;8;1;0;0;1;1;carmen.del611@outlook.com;Carmen411123
5354;15354;Teresa del Mateos;19;Femenina;Soltero;Estudiante;75;78;55;9;2;3;9;5;24;6;3;0;0;0;1;0;teresa.del695@hotmail.com;Teresa558#
5355;15355;Joan Abella-Escrivá;23;Masculino;Soltero;Empleado;59;73;92;8;9;4;8;9;22;1;6;1;0;1;0;1;joan.abellaescriva72@yahoo.com;Joanab395@
5356;15356;Bernabé Barco Lasa;20;Masculino;Divorciado;Desempleado;41;22;92;7;9;10;4;7;55;5;3;0;1;0;0;0;bernabe.barco90@yahoo.com;Bernab373_
5357;15357;Enrique Aller Álvarez;29;Masculino;Divorciado;Desempleado;92;145;19;4;1;8;6;9;63;8;7;0;0;1;1;0;enrique.aller978@gmail.com;Enriqu821123
5358;15358;Silvia Ayala Tejedor;33;Otro;Casado;Independiente;97;106;82;4;3;2;7;2;60;6;8;1;0;1;0;0;silvia.ayala803@outlook.com;Silvia182@
5359;15359;Evangelina Escamilla-Sobrino;34;Femenina;Soltero;Empleado;83;22;30;7;7;9;7;3;53;10;8;1;1;1;0;0;evangelina.escamillasobrino72@yahoo.com;Evange994@
5360;15360;Constanza Morillo-Rivero;20;Otro;Divorciado;Desempleado;83;42;14;5;5;1;7;5;69;9;5;0;1;1;0;1;constanza.morillorivero246@outlook.com;Consta311_
5361;15361;Mateo Heredia-Vallejo;26;Otro;Casado;Estudiante;38;31;30;10;3;5;6;1;64;8;3;1;1;0;0;0;mateo.herediavallejo459@outlook.com;Mateoh817_
5362;15362;Domitila del Bueno;33;Otro;Divorciado;Desempleado;76;131;62;3;1;10;8;7;43;6;9;0;1;1;0;0;domitila.del273@hotmail.com;Domiti8502026
5363;15363;Bárbara Alberola Pellicer;25;Femenina;Divorciado;Desempleado;81;126;37;7;9;5;7;5;24;7;5;0;1;0;0;1;barbara.alberola619@outlook.com;Barbar137#
5364;15364;Chelo Batlle-Expósito;21;Otro;Soltero;Independiente;31;22;64;4;7;4;7;9;57;5;9;0;0;1;0;0;chelo.batlleexposito363@gmail.com;Chelob772123
5365;15365;Artemio Ariño;24;Masculino;Casado;Desempleado;64;73;87;3;4;7;1;4;37;10;9;1;0;1;1;0;artemio.arino115@hotmail.com;Artemi992!
5366;15366;Juan José Gonzalo Baños Cuéllar;32;Masculino;Casado;Desempleado;92;112;40;4;10;8;1;5;69;2;5;0;1;0;1;0;juan.jose307@hotmail.com;Juanjo832@
5367;15367;Alma Roldán Arévalo;28;Otro;Soltero;Empleado;52;87;116;9;9;4;8;10;50;8;6;1;0;1;0;1;alma.roldan589@yahoo.com;Almaro952#
5368;15368;Griselda Rocamora Millán;30;Otro;Divorciado;Desempleado;64;99;18;6;8;5;8;4;29;1;2;0;1;0;1;1;griselda.rocamora680@hotmail.com;Grisel877123
5369;15369;Sergio Carpio Alberto;35;Otro;Divorciado;Desempleado;70;72;55;5;1;9;8;10;44;1;8;1;1;1;1;1;sergio.carpio870@outlook.com;Sergio789123
5370;15370;Bernardo Cámara;33;Otro;Casado;Independiente;76;43;58;1;1;1;9;2;64;7;3;1;0;1;0;0;bernardo.camara98@gmail.com;Bernar545_
5371;15371;Nazario Bautista Bustos;30;Masculino;Soltero;Empleado;46;3;102;9;8;10;3;10;31;8;9;0;0;0;0;1;nazario.bautista596@yahoo.com;Nazari1632026
5372;15372;Carlito Benito Delgado Alcaraz;35;Otro;Casado;Independiente;89;95;36;3;1;1;10;8;35;5;9;1;0;0;1;0;carlito.benito536@gmail.com;Carlit427_
5373;15373;Pía Huertas Manzano;29;Femenina;Divorciado;Empleado;60;94;84;4;3;7;4;3;31;6;6;0;1;0;1;0;pia.huertas389@outlook.com;Piahue217123
5374;15374;Montserrat Barrera Arévalo;19;Femenina;Divorciado;Independiente;79;8;14;1;2;3;10;5;38;6;10;1;1;0;0;1;montserrat.barrera287@gmail.com;Montse121!
5375;15375;Inmaculada Pla Muro;29;Femenina;Divorciado;Estudiante;37;147;46;6;5;2;2;2;40;5;3;0;0;0;0;0;inmaculada.pla320@hotmail.com;Inmacu741123
5376;15376;Xavier del Patiño;29;Masculino;Divorciado;Independiente;82;16;56;3;9;7;2;3;50;4;4;1;0;0;0;1;xavier.del19@yahoo.com;Xavier1342026
5377;15377;Daniela Montaña;20;Femenina;Casado;Independiente;45;40;70;9;1;1;4;4;39;2;4;1;0;1;1;1;daniela.montana458@gmail.com;Daniel286_
5378;15378;Roldán de Corominas;25;Masculino;Divorciado;Desempleado;41;7;45;10;5;6;1;7;26;6;10;1;1;0;1;1;roldan.de909@gmail.com;Roldan953@
5379;15379;Bautista Oller Ruiz;24;Masculino;Divorciado;Desempleado;62;48;82;2;2;8;7;10;59;2;7;1;1;0;0;0;bautista.oller443@gmail.com;Bautis408!
5380;15380;Desiderio Morán Rocamora;23;Masculino;Casado;Estudiante;58;73;61;1;1;5;5;8;53;2;5;0;0;1;1;0;desiderio.moran236@yahoo.com;Deside1942026
5381;15381;Rosenda Zaira García Blanco;19;Otro;Soltero;Estudiante;68;82;88;8;4;9;10;10;64;6;8;0;0;1;1;1;rosenda.zaira853@yahoo.com;Rosend7732026
5382;15382;Zaira Iriarte Corral;26;Otro;Soltero;Empleado;78;54;104;5;9;2;7;6;50;8;10;1;1;1;1;0;zaira.iriarte482@gmail.com;Zairai255@
5383;15383;Cesar Ureña Tomás;25;Masculino;Casado;Desempleado;87;77;120;3;10;2;10;6;66;4;9;1;0;1;1;1;cesar.urena836@gmail.com;Cesaru530123
5384;15384;Maristela Blanes Huertas;25;Femenina;Casado;Desempleado;38;83;89;10;5;1;7;10;32;8;3;0;0;1;1;0;maristela.blanes702@hotmail.com;Marist297#
5385;15385;Cipriano Salamanca Diego;27;Masculino;Soltero;Desempleado;68;24;113;10;4;1;7;7;49;10;3;0;0;1;1;1;cipriano.salamanca171@hotmail.com;Cipria949_
5386;15386;Ramón Almagro Mulet;27;Masculino;Soltero;Independiente;98;87;21;9;9;8;3;2;34;5;7;0;1;1;1;1;ramon.almagro677@yahoo.com;Ramona3822026
5387;15387;Wilfredo del Núñez;31;Otro;Divorciado;Empleado;33;25;75;3;4;9;2;2;39;1;5;1;1;0;1;0;wilfredo.del220@hotmail.com;Wilfre517123
5388;15388;Toribio Natalio Querol Roldan;28;Masculino;Casado;Estudiante;90;99;44;8;2;1;1;2;44;3;3;1;0;1;1;0;toribio.natalio896@hotmail.com;Toribi152@
5389;15389;Pelayo Cueto Maza;26;Masculino;Divorciado;Estudiante;55;100;41;9;6;10;6;8;35;7;1;1;0;1;1;0;pelayo.cueto122@gmail.com;Pelayo339@
5390;15390;Zacarías Estrada Corbacho;27;Masculino;Soltero;Empleado;47;44;61;9;10;2;1;3;55;10;3;0;0;0;0;0;zacarias.estrada571@gmail.com;Zacari457#
5391;15391;Adriana Azcona;31;Otro;Soltero;Empleado;99;119;27;7;8;1;7;4;36;8;6;1;0;1;0;1;adriana.azcona229@yahoo.com;Adrian996#
5392;15392;Ramiro Pujadas Quintero;24;Masculino;Divorciado;Empleado;75;97;46;1;10;9;10;7;67;8;10;1;0;1;1;1;ramiro.pujadas973@outlook.com;Ramiro872@
5393;15393;Albert Chaves Dalmau;31;Otro;Divorciado;Independiente;56;130;86;1;5;3;2;3;22;9;4;1;0;0;1;1;albert.chaves947@outlook.com;Albert392@
5394;15394;Manuela Morales Redondo;29;Otro;Soltero;Independiente;57;95;88;5;10;4;2;5;40;5;10;1;1;0;1;1;manuela.morales896@hotmail.com;Manuel357_
5395;15395;Marcelo Cabanillas;21;Otro;Soltero;Desempleado;79;114;101;2;2;3;3;9;48;5;8;1;1;0;0;0;marcelo.cabanillas29@gmail.com;Marcel119!
5396;15396;Leyre Gómez Polo;18;Femenina;Casado;Estudiante;48;72;21;7;7;6;1;4;57;6;6;1;0;0;0;0;leyre.gomez50@yahoo.com;Leyreg881#
5397;15397;Hernán Jáuregui;22;Otro;Divorciado;Desempleado;44;146;15;6;3;8;3;8;52;2;9;1;0;1;0;1;hernan.jauregui248@yahoo.com;Hernan130_
5398;15398;Carmina Criado Prieto;22;Femenina;Casado;Empleado;99;4;64;6;6;9;8;9;37;10;1;1;1;0;0;0;carmina.criado762@yahoo.com;Carmin207123
5399;15399;Demetrio Soria Villalba;26;Masculino;Soltero;Desempleado;55;44;21;7;9;2;7;8;40;1;8;1;0;1;0;1;demetrio.soria740@outlook.com;Demetr9922026
5400;15400;Chuy de Carballo;35;Masculino;Divorciado;Desempleado;67;40;91;9;10;6;2;7;51;9;4;0;1;0;0;0;chuy.de546@gmail.com;Chuyde7872026
